path,path_length,depth,num_parts,num_hidden,has_hidden,name_length,extension,extension_length,is_tmp,suspicious_score,size,probability,prediction,dangerous_flag
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_ATC Remote_Admin_Tool_Usage_15_09_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,25381,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_ATC Remote_Admin_Tool_Usage_15_10_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,8263,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_ATC Remote_Admin_Tool_Usage_16_09_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,21317,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_01_08_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6862,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_05_09_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6263,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_10_09_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6282,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_11_08_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6122,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_12_08_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6621,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_13_10_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,5683,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_15_09_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6448,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_16_09_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6614,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_18_07_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6194,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_20_08_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6212,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_22_07_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6221,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_27_08_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6084,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KaspBit Remote_Admin_Tool_Usage_30_07_2025.xlsx,110,5,6,0,0,59,xlsx,4,0,0,6554,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_01_08_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6132,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_02_10_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6205,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_05_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,7026,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_07_10_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,7807,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_10_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,5993,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_12_08_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6101,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_15_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,5184,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_16_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6053,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_22_07_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6620,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_26_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6695,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_29_08_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6002,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_30_07_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6686,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_KZHK Remote_Admin_Tool_Usage_30_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,6531,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_01_08_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,8120,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_02_10_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7291,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_05_08_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7587,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_05_09_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7203,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_12_08_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7416,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_15_09_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7097,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_16_09_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7882,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_17_07_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7682,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_20_08_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7476,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_22_07_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7708,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_29_08_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7801,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_QazGaz Remote_Admin_Tool_Usage_30_09_2025.xlsx,109,5,6,0,0,58,xlsx,4,0,0,7178,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_01_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,11629,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,12019,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_15_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,13177,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,12078,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_20_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,10763,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_ATC Connection_Attempt_to_ExtDNS_29_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,12204,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_01_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,9284,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_02_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7539,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_06_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7420,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_06_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7091,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7510,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_15_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7986,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7513,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_29_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7324,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK Connection_Attempt_to_ExtDNS_30_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,7612,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_CIK_Connection_Attempt_to_ExtDNS_13_05_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,21823,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_01_08_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6294,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_05_08_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6397,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_05_09_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6116,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_06_08_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,7473,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,5993,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_15_09_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6070,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6015,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KaspBit Connection_Attempt_to_ExtDNS_29_08_2025.xlsx,115,5,6,0,0,64,xlsx,4,0,0,6066,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_01_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,179667,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_02_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,17389,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_05_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,150148,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_06_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,17126,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,21118,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_15_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,17501,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_15_10_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,18302,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,19048,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_17_07_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,18752,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_26_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,27252,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_29_08_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,20786,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_KKT Connection_Attempt_to_ExtDNS_30_09_2025.xlsx,111,5,6,0,0,60,xlsx,4,0,0,17859,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_01_08_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,13774,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_05_08_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,16187,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,12471,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_15_09_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,9432,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,15104,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_17_07_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,12946,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_20_08_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,17520,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_NCSTE Connection_Attempt_to_ExtDNS_29_08_2025.xlsx,113,5,6,0,0,62,xlsx,4,0,0,16498,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_02_10_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,23576,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_06_08_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,140281,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_12_08_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,123211,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_15_10_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,20073,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_16_09_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,146649,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_17_07_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,134271,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0013200_QazGaz Connection_Attempt_to_ExtDNS_30_09_2025.xlsx,114,5,6,0,0,63,xlsx,4,0,0,21123,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_AKK_Possible_Email_Forwarding_to_External_Recipients (2).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6970,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_AKK_Possible_Email_Forwarding_to_External_Recipients (3).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6234,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_AKK_Possible_Email_Forwarding_to_External_Recipients (4).xlsx,124,5,6,0,0,73,xlsx,4,0,0,7117,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_AKK_Possible_Email_Forwarding_to_External_Recipients (5).xlsx,124,5,6,0,0,73,xlsx,4,0,0,8299,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_AKK_Possible_Email_Forwarding_to_External_Recipients.xlsx,120,5,6,0,0,69,xlsx,4,0,0,9484,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (2).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6717,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (3).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6229,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (4).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6289,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (5).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6498,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (6).xlsx,124,5,6,0,0,73,xlsx,4,0,0,6120,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients (7).xlsx,124,5,6,0,0,73,xlsx,4,0,0,5128,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0052900_ICA_Possible_Email_Forwarding_to_External_Recipients.xlsx,120,5,6,0,0,69,xlsx,4,0,0,6731,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_05_08_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,205438,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_06_09_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,30083,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_07_09_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,21781,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_10_10_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,209538,0.71,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_14_08_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,216033,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_16_09_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,95656,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0151300_APVL_Possible_Phorpiex_network_activity_19_10_2025.xlsx,118,5,6,0,0,67,xlsx,4,0,0,22017,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_QazGaz_Remote_Administration_Tool_was_executed_02_10_2025.xlsx,117,5,6,0,0,66,xlsx,4,0,0,9144,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_QazGaz_Remote_Administration_Tool_was_executed_15_09_2025.xlsx,117,5,6,0,0,66,xlsx,4,0,0,6963,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_QazGaz_Remote_Administration_Tool_was_executed_15_10_2025.xlsx,117,5,6,0,0,66,xlsx,4,0,0,5623,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_QazGaz_Remote_Administration_Tool_was_executed_16_09_2025.xlsx,117,5,6,0,0,66,xlsx,4,0,0,8753,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_QazGaz_Remote_Administration_Tool_was_executed_30_09_2025.xlsx,117,5,6,0,0,66,xlsx,4,0,0,8173,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\req.rtf,58,5,6,0,0,7,rtf,3,0,0,1250,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\requ.xml,59,5,6,0,0,8,xml,3,0,0,3495,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request (2).xml,66,5,6,0,0,15,xml,3,0,0,1247,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request (3) (2).xml,70,5,6,0,0,19,xml,3,0,0,1248,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request (3).xml,66,5,6,0,0,15,xml,3,0,0,1248,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request (4).xml,66,5,6,0,0,15,xml,3,0,0,1247,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request.go,61,5,6,0,0,10,go,2,0,0,1628,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request.xml,62,5,6,0,0,11,xml,3,0,0,5035,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request_sync (createRejected).xml,84,5,6,0,0,33,xml,3,0,0,1712,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\request_sync.xml,67,5,6,0,0,16,xml,3,0,0,1371,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\resp (1).xml,63,5,6,0,0,12,xml,3,0,0,3460,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response (2).xml,67,5,6,0,0,16,xml,3,0,0,10822,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response (3).xml,67,5,6,0,0,16,xml,3,0,0,2245,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response (4).xml,67,5,6,0,0,16,xml,3,0,0,1958,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response (5).xml,67,5,6,0,0,16,xml,3,0,0,2287,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response (6).xml,67,5,6,0,0,16,xml,3,0,0,1958,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response.rtf,63,5,6,0,0,12,rtf,3,0,0,4822,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response.txt,63,5,6,0,0,12,txt,3,0,0,10913,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response.xml,63,5,6,0,0,12,xml,3,0,0,10822,0.73,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\responseASEL.txt,67,5,6,0,0,16,txt,3,0,0,13860,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response_sync (createRejected).xml,85,5,6,0,0,34,xml,3,0,0,1137,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\response_sync.xml,68,5,6,0,0,17,xml,3,0,0,10590,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\res_gbdfl_v3.xml,67,5,6,0,0,16,xml,3,0,0,827,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\RGP.png,58,5,6,0,0,7,png,3,0,0,169340,0.81,1,0
